student_id,topic,learning_style,difficulty_level,quiz_score,time_spent_minutes,attempts,engagement_score,next_content_level
8712,Computer Science,Textual,Easy,84.9,27.8,4,52.8,Hard
8713,Mathematics,Visual,Easy,85.1,26.4,2,54.5,Hard
8714,Chemistry,Practice,Hard,60.7,59.8,5,49.3,Medium
8715,Chemistry,Practice,Hard,64.2,76.9,5,56.2,Medium
8716,Physics,Textual,Hard,52.6,51.5,4,43.8,Medium
8717,Biology,Textual,Easy,74.8,6.5,3,42.4,Medium
8718,Chemistry,Textual,Hard,73.0,53.5,4,54.6,Medium
8719,Physics,Textual,Easy,70.0,62.8,3,56.8,Medium
8720,Physics,Visual,Hard,71.5,35.3,5,47.3,Medium
8721,Chemistry,Textual,Medium,57.1,58.2,2,50.0,Medium
8722,Physics,Practice,Easy,48.6,61.1,3,45.6,Easy
8723,Mathematics,Textual,Medium,76.7,64.3,5,58.6,Medium
8724,Mathematics,Visual,Easy,67.0,36.2,1,49.4,Medium
8725,Chemistry,Practice,Medium,54.5,46.1,4,43.1,Medium
8726,Biology,Visual,Medium,59.1,47.7,3,46.9,Medium
8727,Mathematics,Visual,Hard,83.8,64.8,2,65.3,Hard
8728,Mathematics,Visual,Hard,82.9,38.9,4,55.1,Hard
8729,Chemistry,Textual,Medium,79.9,59.1,5,58.7,Medium
8730,Computer Science,Textual,Medium,69.4,49.1,5,50.4,Medium
8731,Physics,Textual,Hard,59.8,59.4,5,48.7,Medium
8732,Mathematics,Practice,Medium,89.8,56.4,3,64.8,Hard
8733,Computer Science,Visual,Easy,65.1,35.2,1,48.1,Medium
8734,Biology,Practice,Hard,74.1,49.0,1,56.8,Medium
8735,Computer Science,Visual,Easy,57.2,34.6,5,40.0,Medium
8736,Chemistry,Practice,Easy,66.4,44.7,4,48.6,Medium
8737,Biology,Textual,Easy,30.0,71.2,2,40.4,Easy
8738,Biology,Practice,Easy,60.6,38.6,4,43.9,Medium
8739,Computer Science,Textual,Easy,47.1,35.8,3,37.3,Easy
8740,Chemistry,Textual,Easy,73.3,42.2,1,54.3,Medium
8741,Mathematics,Visual,Medium,61.1,55.1,2,51.1,Medium
8742,Computer Science,Practice,Easy,65.5,55.0,5,50.2,Medium
8743,Mathematics,Visual,Easy,100.0,50.4,5,66.1,Hard
8744,Computer Science,Visual,Medium,54.7,33.0,3,40.2,Medium
8745,Mathematics,Textual,Easy,71.8,41.3,3,51.3,Medium
8746,Computer Science,Practice,Easy,73.3,66.1,3,59.5,Medium
8747,Biology,Visual,Medium,55.8,22.2,3,37.6,Medium
8748,Physics,Practice,Easy,86.6,48.9,5,59.0,Hard
8749,Biology,Practice,Easy,94.7,41.7,5,60.9,Hard
8750,Mathematics,Textual,Medium,88.0,52.0,3,62.6,Hard
8751,Chemistry,Textual,Medium,55.7,47.0,5,43.0,Medium
8752,Biology,Practice,Medium,59.5,22.5,3,39.5,Medium
8753,Physics,Visual,Hard,39.6,53.8,2,39.9,Easy
8754,Mathematics,Textual,Medium,67.3,30.4,3,45.8,Medium
8755,Biology,Practice,Medium,68.3,27.3,3,45.3,Medium
8756,Computer Science,Practice,Easy,81.7,45.8,2,58.6,Hard
8757,Chemistry,Practice,Hard,96.5,38.8,1,64.9,Hard
8758,Mathematics,Visual,Easy,51.1,33.0,4,37.4,Medium
8759,Biology,Visual,Medium,72.1,39.2,3,50.8,Medium
8760,Mathematics,Visual,Medium,66.6,34.0,2,47.5,Medium
8761,Computer Science,Textual,Medium,67.7,68.2,2,58.3,Medium
8762,Physics,Visual,Hard,93.5,49.7,5,62.7,Hard
8763,Biology,Textual,Hard,71.4,42.6,3,51.5,Medium
8764,Mathematics,Textual,Easy,78.2,56.4,2,60.0,Medium
8765,Mathematics,Practice,Easy,77.1,42.2,1,56.2,Medium
8766,Mathematics,Practice,Hard,73.3,41.1,1,54.0,Medium
8767,Physics,Practice,Medium,58.5,59.0,4,49.0,Medium
8768,Mathematics,Visual,Medium,98.1,34.6,5,60.4,Hard
8769,Chemistry,Visual,Hard,69.5,29.7,5,44.7,Medium
8770,Chemistry,Practice,Medium,78.0,54.8,5,56.4,Medium
8771,Mathematics,Textual,Hard,73.8,47.5,3,54.2,Medium
8772,Chemistry,Textual,Medium,38.3,47.3,1,38.3,Easy
8773,Biology,Visual,Medium,54.4,39.7,3,42.1,Medium
8774,Chemistry,Visual,Medium,71.7,53.9,2,56.0,Medium
8775,Mathematics,Textual,Hard,57.3,24.4,4,38.0,Medium
8776,Computer Science,Practice,Medium,76.0,15.9,4,44.8,Medium
8777,Biology,Practice,Medium,56.3,39.0,3,42.8,Medium
8778,Physics,Textual,Hard,70.3,54.4,4,53.5,Medium
8779,Mathematics,Textual,Medium,44.4,63.7,3,44.3,Easy
8780,Physics,Practice,Medium,82.5,53.2,5,58.2,Hard
8781,Computer Science,Textual,Hard,76.8,31.2,2,51.8,Medium
8782,Physics,Textual,Medium,77.5,31.3,5,49.1,Medium
8783,Mathematics,Practice,Easy,68.6,63.2,4,55.3,Medium
8784,Mathematics,Practice,Medium,59.5,58.6,2,51.3,Medium
8785,Computer Science,Practice,Hard,93.7,53.2,1,67.8,Hard
8786,Mathematics,Visual,Medium,95.0,58.8,3,68.1,Hard
8787,Computer Science,Textual,Hard,68.9,47.5,2,52.7,Medium
8788,Computer Science,Practice,Medium,61.4,41.9,3,46.3,Medium
8789,Mathematics,Visual,Hard,44.1,42.6,2,38.8,Easy
8790,Chemistry,Practice,Easy,73.4,54.6,4,55.1,Medium
8791,Computer Science,Visual,Easy,60.0,48.6,5,45.6,Medium
8792,Mathematics,Practice,Medium,62.8,15.5,4,38.0,Medium
8793,Chemistry,Textual,Medium,84.5,58.2,1,64.7,Hard
8794,Computer Science,Visual,Medium,55.6,53.8,4,45.9,Medium
8795,Chemistry,Textual,Easy,98.8,49.9,2,68.4,Hard
8796,Biology,Practice,Hard,54.7,66.1,1,52.2,Medium
8797,Biology,Textual,Medium,39.3,32.9,2,33.5,Easy
8798,Chemistry,Textual,Medium,60.1,29.0,5,39.8,Medium
8799,Computer Science,Practice,Hard,75.4,52.5,3,56.4,Medium
8800,Mathematics,Textual,Hard,72.0,33.6,5,47.1,Medium
8801,Physics,Textual,Medium,72.7,70.0,5,58.4,Medium
8802,Mathematics,Visual,Medium,65.8,34.6,5,44.3,Medium
8803,Physics,Practice,Medium,62.5,34.2,2,45.5,Medium
8804,Physics,Visual,Hard,51.4,39.0,3,40.4,Medium
8805,Computer Science,Textual,Hard,71.9,40.5,2,52.1,Medium
8806,Chemistry,Practice,Medium,85.9,39.5,1,59.8,Hard
8807,Mathematics,Visual,Easy,70.2,41.1,2,51.4,Medium
8808,Chemistry,Textual,Easy,58.6,39.6,5,42.2,Medium
8809,Biology,Visual,Medium,72.2,21.7,4,44.6,Medium
8810,Computer Science,Practice,Medium,92.0,52.6,4,63.8,Hard
8811,Computer Science,Textual,Medium,66.9,38.5,2,49.0,Medium
8812,Biology,Practice,Medium,51.5,42.7,5,39.6,Medium
8813,Mathematics,Practice,Medium,73.3,26.8,5,45.7,Medium
8814,Biology,Textual,Hard,78.8,22.1,4,48.0,Medium
8815,Mathematics,Practice,Medium,83.0,43.6,3,57.6,Hard
8816,Physics,Textual,Easy,80.5,68.3,3,63.7,Hard
8817,Computer Science,Textual,Medium,72.5,67.8,5,57.6,Medium
8818,Mathematics,Textual,Medium,57.5,31.4,1,43.2,Medium
8819,Chemistry,Practice,Hard,55.3,33.9,1,42.8,Medium
8820,Chemistry,Textual,Medium,64.9,47.6,1,51.7,Medium
8821,Computer Science,Visual,Medium,79.2,5.0,1,46.1,Medium
8822,Biology,Textual,Medium,60.2,36.2,1,46.0,Medium
8823,Biology,Textual,Medium,62.6,48.3,4,47.8,Medium
8824,Mathematics,Visual,Hard,56.7,41.6,5,41.8,Medium
8825,Biology,Textual,Easy,93.4,16.5,2,55.6,Hard
8826,Computer Science,Textual,Medium,66.7,17.6,4,40.6,Medium
8827,Mathematics,Textual,Easy,80.1,23.5,4,49.1,Hard
8828,Physics,Textual,Easy,93.7,43.8,5,61.0,Hard
8829,Biology,Textual,Medium,55.7,32.5,3,40.6,Medium
8830,Biology,Practice,Easy,81.4,68.4,4,63.2,Hard
8831,Mathematics,Practice,Easy,68.6,25.0,4,43.8,Medium
8832,Chemistry,Textual,Hard,91.1,63.4,2,68.6,Hard
8833,Biology,Visual,Medium,58.1,27.0,1,42.2,Medium
8834,Computer Science,Practice,Easy,73.2,82.7,4,63.4,Medium
8835,Biology,Practice,Medium,79.5,54.9,1,61.2,Medium
8836,Physics,Textual,Easy,59.7,11.7,5,34.4,Medium
8837,Biology,Visual,Easy,66.9,63.3,4,54.4,Medium
8838,Chemistry,Visual,Medium,67.9,38.1,2,49.4,Medium
8839,Biology,Visual,Easy,86.4,58.9,2,64.9,Hard
8840,Mathematics,Visual,Hard,100.0,44.8,5,64.4,Hard
8841,Biology,Practice,Easy,93.7,39.7,1,63.8,Hard
8842,Chemistry,Textual,Hard,91.6,41.2,3,61.2,Hard
8843,Mathematics,Practice,Hard,7.2,27.4,5,12.8,Easy
8844,Computer Science,Practice,Hard,72.0,38.4,3,50.5,Medium
8845,Mathematics,Practice,Medium,71.0,25.6,2,47.2,Medium
8846,Physics,Practice,Hard,82.0,37.9,2,56.4,Hard
8847,Mathematics,Practice,Hard,48.4,47.9,4,40.6,Easy
8848,Computer Science,Textual,Easy,80.9,60.9,2,62.7,Hard
8849,Biology,Practice,Medium,38.7,67.3,1,44.5,Easy
8850,Mathematics,Practice,Easy,85.4,44.8,2,60.1,Hard
8851,Mathematics,Visual,Medium,45.3,28.1,4,33.1,Easy
8852,Mathematics,Practice,Medium,88.4,44.2,5,58.5,Hard
8853,Mathematics,Practice,Easy,87.6,42.6,4,58.6,Hard
8854,Computer Science,Practice,Hard,65.0,64.8,5,52.9,Medium
8855,Chemistry,Textual,Easy,76.6,58.1,4,57.7,Medium
8856,Chemistry,Textual,Hard,70.0,48.5,2,53.6,Medium
8857,Mathematics,Visual,Easy,47.8,67.8,3,47.2,Easy
8858,Computer Science,Textual,Medium,78.4,37.4,1,55.4,Medium
8859,Computer Science,Visual,Easy,87.8,54.4,3,63.2,Hard
8860,Mathematics,Textual,Easy,65.2,37.4,1,48.8,Medium
8861,Physics,Practice,Hard,79.6,37.9,2,55.2,Medium
8862,Mathematics,Visual,Easy,56.8,14.0,4,34.6,Medium
8863,Physics,Textual,Medium,83.8,46.5,4,57.8,Hard
8864,Mathematics,Visual,Hard,70.2,46.9,5,50.2,Medium
8865,Physics,Visual,Easy,69.8,42.9,3,50.8,Medium
8866,Physics,Textual,Hard,77.0,51.8,1,59.0,Medium
8867,Mathematics,Visual,Easy,92.9,60.0,4,66.4,Hard
8868,Physics,Textual,Easy,77.9,44.7,2,56.4,Medium
8869,Biology,Visual,Easy,53.8,54.1,4,45.1,Medium
8870,Chemistry,Visual,Hard,59.2,50.6,5,45.8,Medium
8871,Computer Science,Textual,Easy,68.9,61.1,4,54.8,Medium
8872,Physics,Textual,Hard,77.4,53.0,2,58.6,Medium
8873,Physics,Visual,Hard,52.6,72.3,4,50.0,Medium
8874,Computer Science,Textual,Medium,75.2,49.0,1,57.3,Medium
8875,Physics,Practice,Medium,83.3,30.9,1,55.9,Hard
8876,Computer Science,Practice,Hard,62.5,63.9,4,52.4,Medium
8877,Mathematics,Visual,Medium,99.6,54.6,2,70.2,Hard
8878,Biology,Textual,Easy,58.9,52.1,2,49.1,Medium
8879,Biology,Practice,Medium,73.0,21.9,4,45.1,Medium
8880,Chemistry,Visual,Hard,38.7,67.3,2,43.5,Easy
8881,Physics,Practice,Hard,65.2,60.0,1,55.6,Medium
8882,Chemistry,Practice,Easy,67.8,49.7,1,53.8,Medium
8883,Mathematics,Practice,Easy,63.6,5.0,1,38.3,Medium
8884,Biology,Practice,Hard,58.9,39.9,5,42.4,Medium
8885,Mathematics,Practice,Easy,62.2,73.7,3,56.2,Medium
8886,Mathematics,Textual,Hard,79.5,52.2,1,60.4,Medium
8887,Physics,Practice,Easy,41.2,26.9,4,30.7,Easy
8888,Mathematics,Practice,Hard,42.1,36.6,5,33.0,Easy
8889,Biology,Textual,Hard,62.6,39.0,4,45.0,Medium
8890,Chemistry,Visual,Easy,68.2,61.9,2,56.7,Medium
8891,Biology,Textual,Easy,58.3,22.4,3,38.9,Medium
8892,Physics,Practice,Medium,70.9,60.9,5,54.7,Medium
8893,Biology,Visual,Easy,79.3,56.8,2,60.7,Medium
8894,Computer Science,Practice,Medium,84.7,78.6,2,69.9,Hard
8895,Chemistry,Practice,Medium,89.8,53.0,1,65.8,Hard
8896,Computer Science,Practice,Easy,50.1,26.4,4,35.0,Medium
8897,Computer Science,Practice,Medium,58.4,44.3,2,46.5,Medium
8898,Physics,Practice,Hard,56.8,30.1,2,41.4,Medium
8899,Mathematics,Visual,Medium,85.2,50.8,2,61.8,Hard
8900,Computer Science,Practice,Easy,60.5,71.1,3,54.6,Medium
8901,Biology,Visual,Medium,74.6,32.1,5,47.9,Medium
8902,Mathematics,Textual,Hard,48.8,59.0,1,47.1,Easy
8903,Biology,Visual,Medium,60.3,35.7,5,41.9,Medium
8904,Biology,Visual,Easy,56.5,21.7,2,38.8,Medium
8905,Mathematics,Textual,Easy,80.3,69.0,3,63.8,Hard
8906,Mathematics,Textual,Hard,51.3,48.5,2,44.2,Medium
8907,Biology,Textual,Hard,96.8,52.4,4,66.1,Hard
8908,Physics,Practice,Hard,73.2,57.9,5,55.0,Medium
8909,Chemistry,Visual,Easy,59.1,19.5,1,40.4,Medium
8910,Chemistry,Visual,Medium,75.1,41.0,3,52.8,Medium
8911,Physics,Textual,Hard,57.8,20.4,5,36.0,Medium
8912,Mathematics,Practice,Medium,54.1,37.1,2,42.2,Medium
8913,Biology,Practice,Easy,80.5,62.2,1,63.9,Hard
8914,Chemistry,Visual,Medium,90.5,51.7,3,63.8,Hard
8915,Biology,Practice,Hard,75.7,35.7,2,52.6,Medium
8916,Physics,Textual,Easy,51.6,45.4,2,43.4,Medium
8917,Biology,Textual,Medium,57.8,42.8,5,42.7,Medium
8918,Physics,Visual,Medium,92.9,49.7,2,65.4,Hard
8919,Mathematics,Textual,Medium,81.9,35.6,2,55.6,Hard
8920,Physics,Visual,Medium,53.1,43.2,3,42.5,Medium
8921,Physics,Visual,Medium,59.3,47.3,2,47.8,Medium
8922,Chemistry,Textual,Easy,72.8,51.4,4,53.8,Medium
8923,Biology,Practice,Easy,67.8,48.3,4,50.4,Medium
8924,Chemistry,Practice,Medium,100.0,20.4,1,61.1,Hard
8925,Computer Science,Textual,Easy,59.0,26.1,4,39.3,Medium
8926,Physics,Textual,Medium,79.0,54.4,4,57.8,Medium
8927,Computer Science,Textual,Medium,74.5,41.2,5,50.6,Medium
8928,Chemistry,Practice,Easy,45.1,38.3,4,36.0,Easy
8929,Biology,Textual,Medium,34.1,41.2,2,33.4,Easy
8930,Chemistry,Visual,Medium,64.2,41.2,5,45.5,Medium
8931,Biology,Visual,Easy,76.3,18.5,4,45.7,Medium
8932,Biology,Textual,Medium,93.8,70.9,2,72.2,Hard
8933,Mathematics,Textual,Hard,58.3,43.3,1,47.1,Medium
8934,Physics,Visual,Medium,77.1,45.2,5,53.1,Medium
8935,Chemistry,Practice,Medium,65.6,46.2,2,50.7,Medium
8936,Biology,Practice,Easy,95.9,59.4,5,66.8,Hard
8937,Chemistry,Textual,Easy,69.4,55.3,1,56.3,Medium
8938,Chemistry,Visual,Easy,63.4,43.9,1,49.9,Medium
8939,Biology,Textual,Hard,72.6,31.9,5,46.9,Medium
8940,Computer Science,Practice,Medium,72.9,63.6,2,59.5,Medium
8941,Physics,Practice,Easy,90.9,45.8,3,62.2,Hard
8942,Physics,Visual,Hard,70.1,53.9,5,52.2,Medium
8943,Mathematics,Visual,Easy,76.5,28.7,3,49.9,Medium
8944,Mathematics,Textual,Easy,45.2,54.7,2,43.0,Easy
8945,Mathematics,Textual,Medium,52.7,23.6,4,35.4,Medium
8946,Physics,Practice,Medium,64.4,39.0,5,44.9,Medium
8947,Computer Science,Practice,Medium,71.6,47.0,1,54.9,Medium
8948,Physics,Textual,Medium,58.6,71.1,4,52.6,Medium
8949,Physics,Visual,Medium,74.3,54.9,2,57.6,Medium
8950,Physics,Practice,Hard,62.2,66.6,1,56.1,Medium
8951,Physics,Visual,Hard,95.5,51.9,5,64.3,Hard
8952,Computer Science,Practice,Hard,66.9,28.4,2,46.0,Medium
8953,Mathematics,Textual,Hard,76.5,28.4,5,47.8,Medium
8954,Chemistry,Practice,Medium,66.7,56.4,4,52.3,Medium
8955,Mathematics,Visual,Medium,68.6,30.0,5,44.3,Medium
8956,Mathematics,Visual,Medium,78.2,21.8,1,50.6,Medium
8957,Chemistry,Textual,Hard,72.1,30.4,5,46.2,Medium
8958,Physics,Textual,Medium,62.2,49.0,4,47.8,Medium
8959,Computer Science,Textual,Easy,75.0,33.1,4,49.4,Medium
8960,Computer Science,Practice,Hard,67.6,63.8,1,57.9,Medium
8961,Mathematics,Practice,Hard,78.7,51.4,3,57.8,Medium
8962,Chemistry,Textual,Hard,87.2,47.8,3,60.9,Hard
8963,Biology,Visual,Easy,84.9,50.8,5,58.7,Hard
8964,Physics,Practice,Easy,54.1,54.1,4,45.3,Medium
8965,Mathematics,Practice,Easy,24.6,54.3,2,32.6,Easy
8966,Computer Science,Textual,Medium,100.0,32.7,2,63.8,Hard
8967,Chemistry,Practice,Easy,77.9,63.9,4,60.1,Medium
8968,Chemistry,Visual,Medium,75.7,54.4,2,58.2,Medium
8969,Mathematics,Visual,Easy,59.3,39.1,1,46.4,Medium
8970,Biology,Visual,Easy,39.2,56.6,5,37.6,Easy
8971,Computer Science,Practice,Hard,40.0,25.0,4,29.5,Easy
8972,Mathematics,Textual,Hard,64.9,57.8,5,50.8,Medium
8973,Biology,Visual,Easy,72.3,49.3,1,55.9,Medium
8974,Chemistry,Visual,Medium,95.3,12.8,2,55.5,Hard
8975,Physics,Visual,Easy,73.6,75.0,4,61.3,Medium
8976,Computer Science,Visual,Easy,80.0,25.4,1,52.6,Hard
8977,Computer Science,Textual,Hard,62.0,53.6,1,52.1,Medium
8978,Biology,Visual,Hard,63.1,66.2,5,52.4,Medium
8979,Mathematics,Visual,Hard,47.9,5.8,4,27.7,Easy
8980,Chemistry,Practice,Medium,51.6,48.5,5,41.4,Medium
8981,Biology,Textual,Hard,51.4,58.3,5,44.2,Medium
8982,Physics,Practice,Easy,64.5,61.7,1,55.8,Medium
8983,Physics,Visual,Easy,45.0,63.3,5,42.5,Easy
8984,Physics,Textual,Easy,57.8,58.9,2,50.6,Medium
8985,Biology,Textual,Hard,69.4,40.0,2,50.7,Medium
8986,Chemistry,Visual,Easy,34.0,51.9,1,37.6,Easy
8987,Computer Science,Visual,Easy,92.2,75.2,5,69.7,Hard
8988,Mathematics,Practice,Medium,96.7,64.0,2,71.6,Hard
8989,Computer Science,Practice,Easy,85.5,35.0,3,56.2,Hard
8990,Chemistry,Visual,Easy,75.9,61.0,3,59.2,Medium
8991,Computer Science,Textual,Easy,74.9,65.3,5,58.0,Medium
8992,Biology,Practice,Easy,78.0,31.8,1,53.5,Medium
8993,Physics,Visual,Hard,71.3,44.7,2,53.1,Medium
8994,Chemistry,Textual,Medium,72.7,40.7,4,50.6,Medium
8995,Chemistry,Practice,Easy,45.1,58.9,4,42.2,Easy
8996,Computer Science,Practice,Easy,71.7,38.9,2,51.5,Medium
8997,Biology,Textual,Hard,77.5,35.6,5,50.4,Medium
8998,Computer Science,Visual,Medium,75.1,61.4,3,59.0,Medium
8999,Computer Science,Visual,Hard,87.2,26.9,3,54.7,Hard
9000,Chemistry,Practice,Medium,92.0,47.8,2,64.3,Hard
9001,Computer Science,Practice,Easy,62.1,34.1,3,44.3,Medium
9002,Physics,Textual,Hard,53.0,61.4,2,48.9,Medium
9003,Computer Science,Practice,Medium,88.8,35.8,1,60.1,Hard
9004,Physics,Practice,Easy,80.0,45.6,3,56.7,Hard
9005,Chemistry,Textual,Medium,61.4,9.1,5,34.4,Medium
9006,Biology,Practice,Easy,66.6,45.0,3,49.8,Medium
9007,Physics,Practice,Easy,65.4,42.4,2,49.4,Medium
9008,Biology,Textual,Hard,74.1,46.1,4,52.9,Medium
9009,Biology,Visual,Hard,91.5,64.5,3,68.1,Hard
9010,Physics,Practice,Easy,56.6,54.0,2,48.5,Medium
9011,Chemistry,Textual,Medium,74.4,50.9,3,55.5,Medium
9012,Mathematics,Visual,Hard,73.8,33.9,3,50.1,Medium
9013,Biology,Practice,Easy,40.2,77.1,3,46.2,Easy
9014,Biology,Practice,Medium,100.0,17.4,4,57.2,Hard
9015,Chemistry,Practice,Hard,73.1,27.1,2,48.7,Medium
9016,Chemistry,Visual,Medium,87.3,33.5,1,58.7,Hard
9017,Computer Science,Textual,Hard,45.7,47.9,5,38.2,Easy
9018,Chemistry,Visual,Hard,98.9,45.7,4,65.2,Hard
9019,Biology,Practice,Hard,64.7,33.7,5,43.5,Medium
9020,Physics,Visual,Medium,35.4,47.6,5,33.0,Easy
9021,Mathematics,Textual,Hard,48.7,62.4,1,48.1,Easy
9022,Computer Science,Practice,Easy,51.6,45.8,3,42.5,Medium
9023,Physics,Textual,Easy,58.4,26.1,1,42.0,Medium
9024,Mathematics,Practice,Easy,50.7,43.4,5,39.4,Medium
9025,Mathematics,Practice,Medium,82.2,32.7,4,52.9,Hard
9026,Mathematics,Visual,Easy,72.7,24.0,5,44.6,Medium
9027,Physics,Visual,Hard,77.7,45.6,5,53.5,Medium
9028,Computer Science,Visual,Medium,76.5,31.4,1,52.7,Medium
9029,Computer Science,Visual,Easy,66.3,40.0,2,49.2,Medium
9030,Mathematics,Practice,Hard,46.6,51.3,5,39.7,Easy
9031,Physics,Practice,Hard,47.3,49.8,2,42.6,Easy
9032,Mathematics,Visual,Medium,48.0,63.1,3,45.9,Easy
9033,Chemistry,Textual,Easy,53.6,19.2,5,33.6,Medium
9034,Computer Science,Textual,Hard,95.4,41.9,1,65.3,Hard
9035,Biology,Visual,Hard,47.6,60.2,3,44.9,Easy
9036,Mathematics,Textual,Medium,92.2,19.8,4,54.0,Hard
9037,Chemistry,Visual,Easy,54.2,42.4,5,40.8,Medium
9038,Computer Science,Textual,Medium,49.7,48.0,1,44.2,Easy
9039,Physics,Textual,Hard,76.3,28.6,5,47.7,Medium
9040,Computer Science,Practice,Easy,89.0,34.9,1,60.0,Hard
9041,Physics,Visual,Easy,45.6,27.2,1,36.0,Easy
9042,Physics,Practice,Hard,68.7,49.2,2,53.1,Medium
9043,Mathematics,Practice,Easy,87.8,7.5,5,47.2,Hard
9044,Mathematics,Practice,Hard,83.7,33.5,1,56.9,Hard
9045,Computer Science,Textual,Easy,46.8,34.2,1,38.7,Easy
9046,Chemistry,Practice,Medium,66.9,58.6,3,54.0,Medium
9047,Computer Science,Practice,Easy,45.9,21.6,5,30.4,Easy
9048,Biology,Textual,Hard,75.6,64.4,3,60.1,Medium
9049,Physics,Textual,Hard,72.5,56.2,2,57.1,Medium
9050,Physics,Practice,Hard,78.5,60.7,2,61.5,Medium
9051,Mathematics,Practice,Hard,55.7,38.6,1,44.4,Medium
9052,Chemistry,Practice,Easy,59.5,38.7,1,46.4,Medium
9053,Mathematics,Practice,Easy,84.8,33.2,1,57.4,Hard
9054,Biology,Textual,Medium,85.5,53.7,5,59.9,Hard
9055,Computer Science,Visual,Medium,95.1,39.7,5,60.5,Hard
9056,Computer Science,Visual,Hard,91.3,32.9,4,57.5,Hard
9057,Chemistry,Practice,Medium,45.3,39.7,1,39.6,Easy
9058,Mathematics,Visual,Hard,88.4,50.6,3,62.4,Hard
9059,Mathematics,Visual,Hard,69.5,26.0,4,44.6,Medium
9060,Biology,Practice,Easy,80.9,30.7,5,50.7,Hard
9061,Computer Science,Practice,Hard,64.9,65.2,5,53.0,Medium
9062,Mathematics,Visual,Medium,56.3,31.4,1,42.6,Medium
9063,Chemistry,Visual,Hard,65.7,66.7,3,55.9,Medium
9064,Computer Science,Textual,Easy,71.0,37.1,3,49.6,Medium
9065,Biology,Visual,Medium,74.4,24.7,2,48.6,Medium
9066,Chemistry,Practice,Easy,84.6,65.6,1,67.0,Hard
9067,Physics,Visual,Hard,54.4,71.2,5,49.6,Medium
9068,Biology,Practice,Hard,53.1,36.3,1,42.4,Medium
9069,Chemistry,Practice,Easy,45.6,61.4,1,46.2,Easy
9070,Mathematics,Textual,Hard,66.7,46.5,2,51.3,Medium
9071,Physics,Visual,Medium,56.9,47.4,2,46.7,Medium
9072,Biology,Textual,Hard,65.0,49.7,4,49.4,Medium
9073,Mathematics,Textual,Easy,70.4,45.3,1,53.8,Medium
9074,Physics,Textual,Medium,43.3,46.5,5,36.6,Easy
9075,Computer Science,Practice,Medium,61.7,45.1,2,48.4,Medium
9076,Mathematics,Textual,Easy,75.4,36.4,4,50.6,Medium
9077,Chemistry,Practice,Medium,71.0,34.4,4,47.8,Medium
9078,Biology,Visual,Medium,64.4,27.8,4,42.5,Medium
9079,Physics,Visual,Easy,69.5,16.7,5,40.8,Medium
9080,Mathematics,Practice,Easy,65.9,43.6,2,50.0,Medium
9081,Computer Science,Textual,Hard,55.1,32.4,3,40.3,Medium
9082,Biology,Textual,Easy,52.5,20.4,5,33.4,Medium
9083,Biology,Textual,Easy,100.0,32.7,1,64.8,Hard
9084,Mathematics,Visual,Medium,79.4,37.0,3,53.8,Medium
9085,Computer Science,Practice,Hard,86.2,36.8,5,55.1,Hard
9086,Physics,Visual,Hard,79.1,65.9,2,63.3,Medium
9087,Mathematics,Textual,Hard,90.9,36.1,4,58.3,Hard
9088,Physics,Textual,Easy,78.6,66.7,5,60.3,Medium
9089,Biology,Practice,Medium,38.4,33.7,1,34.3,Easy
9090,Physics,Textual,Hard,57.4,52.2,1,49.4,Medium
9091,Computer Science,Visual,Hard,73.5,30.0,1,50.8,Medium
9092,Chemistry,Textual,Medium,73.1,70.7,3,60.8,Medium
9093,Computer Science,Visual,Easy,72.0,63.4,4,57.0,Medium
9094,Physics,Visual,Medium,53.3,56.2,5,44.5,Medium
9095,Mathematics,Visual,Easy,61.6,74.7,3,56.2,Medium
9096,Biology,Textual,Hard,73.7,58.1,5,55.3,Medium
9097,Chemistry,Visual,Easy,70.5,51.6,2,54.7,Medium
9098,Mathematics,Textual,Easy,81.6,24.7,2,52.2,Hard
9099,Mathematics,Practice,Medium,53.9,9.7,5,30.9,Medium
9100,Computer Science,Practice,Medium,77.3,25.6,3,49.3,Medium
9101,Physics,Visual,Medium,61.4,19.7,1,41.6,Medium
9102,Computer Science,Visual,Medium,64.7,33.0,3,45.2,Medium
9103,Physics,Practice,Hard,69.2,61.4,3,56.0,Medium
9104,Computer Science,Practice,Medium,44.0,29.0,5,31.7,Easy
9105,Mathematics,Visual,Medium,71.9,38.1,3,50.4,Medium
9106,Biology,Practice,Easy,88.9,45.9,2,62.2,Hard
9107,Physics,Textual,Medium,51.8,46.4,5,40.8,Medium
9108,Chemistry,Textual,Medium,97.9,36.1,5,60.8,Hard
9109,Chemistry,Practice,Medium,60.3,62.8,5,50.0,Medium
9110,Mathematics,Practice,Hard,78.8,45.4,3,56.0,Medium
9111,Computer Science,Practice,Medium,50.2,47.6,4,41.4,Medium
9112,Computer Science,Textual,Hard,100.0,82.1,1,79.6,Hard
9113,Mathematics,Textual,Medium,54.1,71.1,1,53.4,Medium
9114,Chemistry,Textual,Medium,73.1,45.3,2,54.1,Medium
9115,Chemistry,Visual,Medium,62.0,53.2,5,48.0,Medium
9116,Computer Science,Textual,Easy,69.3,31.2,1,49.0,Medium
9117,Physics,Visual,Medium,71.7,13.7,3,43.0,Medium
9118,Biology,Visual,Medium,65.1,55.2,3,52.1,Medium
